PREVS;Tipo;Nome;Semana;ENA_Percentual_MLT;ENA_MWmes
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SIN;1;75,785372903742;85215,6181671429
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SIN;2;63,5470462828721;73887,4828
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SIN;3;68,1823389671363;79277,03477
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SIN;4;84,929391796467;98749,18415
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SIN;5;87,5128452300329;102197,512398571
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SIN;6;92,2879043222505;107961,3255
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SIN;M;73,5303870792448;85495,3224168878
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SUDESTE;1;62,6131860346783;43444,15176
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SUDESTE;2;65,3830046480318;46267,43065
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SUDESTE;3;73,8244498480232;52240,90927
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SUDESTE;4;89,0327317596834;63002,85165
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SUDESTE;5;93,6147547050452;65032,89747
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SUDESTE;6;97,2830617861435;67077,2727
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SUDESTE;M;74,587524500652;52780,8890975
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SUL;1;308,829333533585;25115,17815
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SUL;2;142,75679013905;11925,94405
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SUL;3;83,7401290324117;6995,6749
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SUL;4;57,3182273902426;4788,3815
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SUL;5;77,4115334062641;5769,8624
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SUL;6;80,1413183472377;5684,6457
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;SUL;M;129,572042627399;10824,4863821429
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;NORDESTE;1;47,0017363367198;6659,5591
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;NORDESTE;2;36,366374310389;5226,6387
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;NORDESTE;3;37,6691062156709;5413,8696
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;NORDESTE;4;52,1669160633324;7497,5201
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;NORDESTE;5;55,7683688552391;7956,0962
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;NORDESTE;6;69,6873032543899;9912,3108
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;NORDESTE;M;43,7790868626056;6292,00666785714
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;NORTE;1;48,1602099416218;9996,72915714286
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;NORTE;2;45,945830272785;10467,4694
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;NORTE;3;64,2018029780094;14626,581
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;NORTE;4;102,977036289;23460,4309
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;NORTE;5;91,5874576605611;23438,6563285714
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;NORTE;6;94,6539824234335;25287,0963
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;Submercado;NORTE;M;68,465479939433;15597,9402693878
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SIN;1;75,785395396974;85215,6181671429
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SIN;2;63,5470718185991;73887,4828
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SIN;3;68,182366365508;79277,03477
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SIN;4;84,9294259244696;98749,18415
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SIN;5;87,5128614861519;102197,512398571
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SIN;6;92,2879135371287;107961,3255
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SIN;M;73,5304166266746;85495,3224168878
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;PARANA;1;36,6565372330196;13909,99524
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;PARANA;2;47,4142381002633;18128,46355
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;PARANA;3;63,96405884794;24456,15823
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;PARANA;4;79,2187176302268;30288,65785
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;PARANA;5;84,4313653728923;31012,57183
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;PARANA;6;90,6106684104443;32737,5047
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;PARANA;M;59,9395830088345;22917,4313310714
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;PRNPANEMA;1;89,6032277875096;3386,5648
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;PRNPANEMA;2;54,7579972546369;2088,3025
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;PRNPANEMA;3;46,6177481042777;1777,8583
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;PRNPANEMA;4;42,3609855909359;1615,5184
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;PRNPANEMA;5;60,9473655299192;2039,6813
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;PRNPANEMA;6;63,1939060984551;1996,8016
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;PRNPANEMA;M;55,6115669176883;2120,85503571429
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;IGUACU;1;328,93804214459;14391,98675
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;IGUACU;2;168,315908399813;7487,79475
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;IGUACU;3;86,9776292182941;3869,335
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;IGUACU;4;61,0431682190157;2715,6002
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;IGUACU;5;77,6080686861031;3170,9195
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;IGUACU;6;77,9542129062111;3071,9215
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;IGUACU;M;141,945684752646;6314,67437142857
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SUL;1;285,411922380154;10723,1914
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SUL;2;113,642110476377;4438,1493
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SUL;3;80,0522560839729;3126,3399
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SUL;4;53,0751053120201;2072,7813
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SUL;5;77,1730885239621;2598,9429
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SUL;6;82,8751450246906;2612,7242
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SUL;M;115,477087431305;4509,81201071429
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SUDESTE;1;37,0264974809884;3829,96432
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SUDESTE;2;75,7320737451994;7853,2292
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SUDESTE;3;86,6956994889974;8990,13014
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SUDESTE;4;104,670690889043;10854,0924
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SUDESTE;5;106,356171303188;10582,26374
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SUDESTE;6;110,424548540208;10801,5835
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;SUDESTE;M;80,6592104157736;8364,16111642857
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;MADEIRA;1;94,0851699908755;9246,935
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;MADEIRA;2;93,9140781017913;9877,4806
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;MADEIRA;3;104,677351421099;11009,5156
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;MADEIRA;4;125,905495533164;13242,2009
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;MADEIRA;5;121,336048458694;14155,0095
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;MADEIRA;6;114,639414285678;13900,3833
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;MADEIRA;M;106,437207958518;11194,609775
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;ITAIPU;1;284,181857151072;10885,461
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;ITAIPU;2;153,655828338556;6174,5953
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;ITAIPU;3;83,9006354170906;3371,512
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;ITAIPU;4;96,92058158395;3894,7131
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;ITAIPU;5;97,2817955435825;3752,8629
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;ITAIPU;6;99,6351162855146;3779,5883
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;ITAIPU;M;138,662609387496;5572,09905714286
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;NORDESTE;1;47,0017363367198;6659,5591
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;NORDESTE;2;36,366374310389;5226,6387
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;NORDESTE;3;37,6691062156709;5413,8696
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;NORDESTE;4;52,1669160633324;7497,5201
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;NORDESTE;5;55,7683688552391;7956,0962
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;NORDESTE;6;69,6873032543899;9912,3108
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;NORDESTE;M;43,7790868626056;6292,00666785714
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;MAN;1;150,275675632508;1147,275
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;MAN;2;156,629992569484;1359,7506
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;MAN;3;180,427834574396;1566,3466
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;MAN;4;201,307032454623;1747,605
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;MAN;5;146,746542761537;1655,4944
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;MAN;6;144,631546566827;1782,0528
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;MAN;M;171,81149960182;1491,54568571429
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;TPIRES;1;59,770347594799;2185,2314
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;TPIRES;2;56,3093421678811;2145,3595
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;TPIRES;3;69,1802488015925;2635,735
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;TPIRES;4;81,5671205993759;3107,669
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;TPIRES;5;89,1032698949252;3490,5082
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;TPIRES;6;97,5019613469654;3861,4113
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;TPIRES;M;68,5502615672358;2611,73278214286
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;NORTE;1;37,8600290637351;4510,9615
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;NORTE;2;40,3509289402902;5189,5812
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;NORTE;3;65,6510071641375;8443,4545
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;NORTE;4;123,025743370486;15822,4879
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;NORTE;5;107,158754499948;15322,465
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;NORTE;6;104,537122972476;15548,785
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;NORTE;M;72,0300554536563;9263,871525
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;BMONTE;1;53,7011838397503;4338,49265714286
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;BMONTE;2;43,2802398605711;3918,1376
202102-prevs-ECMWF_ENS_EXT-09-2021-Diaria-IA+SMAP.rv3;REE;BMONTE;3;50,9975304224802;4616,7799
