Submercado
Nome;DC202102-sem2;DC202102-sem3;DC202102-sem4;DC202103-sem1;DC202103-sem2;DC202103-sem3;DC202103-sem4;DC202104-sem1(6 dias); ;DC202102-sem2@06/02/2021;DC202102-sem2@07/02/2021;DC202102-sem2@08/02/2021;DC202102-sem2@09/02/2021;DC202102-sem2@10/02/2021;DC202102-sem2@11/02/2021;DC202102-sem2@12/02/2021;DC202102-sem3@13/02/2021;DC202102-sem3@14/02/2021;DC202102-sem3@15/02/2021;DC202102-sem3@16/02/2021;DC202102-sem3@17/02/2021;DC202102-sem3@18/02/2021;DC202102-sem3@19/02/2021;DC202102-sem4@20/02/2021;DC202102-sem4@21/02/2021;DC202102-sem4@22/02/2021;DC202102-sem4@23/02/2021;DC202102-sem4@24/02/2021;DC202102-sem4@25/02/2021;DC202102-sem4@26/02/2021;DC202103-sem1@27/02/2021;DC202103-sem1@28/02/2021;DC202103-sem1@01/03/2021;DC202103-sem1@02/03/2021;DC202103-sem1@03/03/2021;DC202103-sem1@04/03/2021;DC202103-sem1@05/03/2021;DC202103-sem2@06/03/2021;DC202103-sem2@07/03/2021;DC202103-sem2@08/03/2021;DC202103-sem2@09/03/2021;DC202103-sem2@10/03/2021;DC202103-sem2@11/03/2021;DC202103-sem2@12/03/2021;DC202103-sem3@13/03/2021;DC202103-sem3@14/03/2021;DC202103-sem3@15/03/2021;DC202103-sem3@16/03/2021;DC202103-sem3@17/03/2021;DC202103-sem3@18/03/2021;DC202103-sem3@19/03/2021;DC202103-sem4@20/03/2021;DC202103-sem4@21/03/2021;DC202103-sem4@22/03/2021;DC202103-sem4@23/03/2021;DC202103-sem4@24/03/2021;DC202103-sem4@25/03/2021;DC202103-sem4@26/03/2021;DC202104-sem1@27/03/2021;DC202104-sem1@28/03/2021;DC202104-sem1@29/03/2021;DC202104-sem1@30/03/2021;DC202104-sem1@31/03/2021;DC202104-sem1@01/04/2021; ;Nome;DC202102-sem2;DC202102-sem3;DC202102-sem4;DC202103-sem1;DC202103-sem2;DC202103-sem3;DC202103-sem4;DC202104-sem1(6 dias); ;DC202102-sem2@06/02/2021;DC202102-sem2@07/02/2021;DC202102-sem2@08/02/2021;DC202102-sem2@09/02/2021;DC202102-sem2@10/02/2021;DC202102-sem2@11/02/2021;DC202102-sem2@12/02/2021;DC202102-sem3@13/02/2021;DC202102-sem3@14/02/2021;DC202102-sem3@15/02/2021;DC202102-sem3@16/02/2021;DC202102-sem3@17/02/2021;DC202102-sem3@18/02/2021;DC202102-sem3@19/02/2021;DC202102-sem4@20/02/2021;DC202102-sem4@21/02/2021;DC202102-sem4@22/02/2021;DC202102-sem4@23/02/2021;DC202102-sem4@24/02/2021;DC202102-sem4@25/02/2021;DC202102-sem4@26/02/2021;DC202103-sem1@27/02/2021;DC202103-sem1@28/02/2021;DC202103-sem1@01/03/2021;DC202103-sem1@02/03/2021;DC202103-sem1@03/03/2021;DC202103-sem1@04/03/2021;DC202103-sem1@05/03/2021;DC202103-sem2@06/03/2021;DC202103-sem2@07/03/2021;DC202103-sem2@08/03/2021;DC202103-sem2@09/03/2021;DC202103-sem2@10/03/2021;DC202103-sem2@11/03/2021;DC202103-sem2@12/03/2021;DC202103-sem3@13/03/2021;DC202103-sem3@14/03/2021;DC202103-sem3@15/03/2021;DC202103-sem3@16/03/2021;DC202103-sem3@17/03/2021;DC202103-sem3@18/03/2021;DC202103-sem3@19/03/2021;DC202103-sem4@20/03/2021;DC202103-sem4@21/03/2021;DC202103-sem4@22/03/2021;DC202103-sem4@23/03/2021;DC202103-sem4@24/03/2021;DC202103-sem4@25/03/2021;DC202103-sem4@26/03/2021;DC202104-sem1@27/03/2021;DC202104-sem1@28/03/2021;DC202104-sem1@29/03/2021;DC202104-sem1@30/03/2021;DC202104-sem1@31/03/2021;DC202104-sem1@01/04/2021
SIN;63,4997507524238;68,1023011552441;79,7767879360027;86,0891197686717;88,2802313005787;81,8836425292503;78,8376766408782;93,0385164565536; ;63,8844964825763;62,8689882306655;63,5594282565079;64,5000340279183;64,2482031528285;62,7707666318372;62,5367030845684;63,3192504597064;64,5528014825301;66,0302934328593;68,0947062682242;69,7917076567114;71,4884413582614;73,4388401658458;75,4403192332474;76,9548970413555;78,6998931764595;80,0067911839036;81,1280791776698;82,2137848019861;83,9936681070337;84,5249250693564;85,1048797076109;84,3481555413046;85,1722592175297;86,190632871485;87,5672503995639;89,7003213053613;90,8933222794731;90,7844927138489;89,6660057836476;88,4814080430891;87,2417520243821;85,9452408736267;84,9493221944904;84,6918388943575;84,5348221660001;84,6513528042287;82,9605950694439;80,5829907659121;78,3391865206331;77,4249273850436;77,4016492631518;77,8175899335698;78,383965095547;78,7780713820708;79,1341325146033;79,7398972546238;80,6084760124644;81,1998998482696;81,1194380346357;80,5200081849043;79,7905424540336;78,9428893639808;89,5202091335389; ;SIN;73832,4912953286;79183,973128343;92758,1436314436;100534,885613816;103273,022143588;95790,0891687564;92226,8214019625;92981,4623392669; ;74279,8432209;73099,0904891;73901,8795803;74995,5416279;74702,7325905;72984,8861772;72712,7355843;73622,6198213;75056,8954535;76774,806315653;79175,1423939994;81148,2814813029;83121,1093233933;85388,8789016526;87716,0405687567;89477,071935151;91506,0155204223;93025,5732291558;94329,3182841887;95591,690972377;97661,198601454;98278,9022078697;98953,2276229026;98673,1548689409;99637,2175582833;100828,543445925;102438,954410714;104934,288594176;106329,899074593;106202,586787629;104894,145205541;103508,365094982;102058,176059631;100541,476082651;99376,418738686;99075,2065854725;98891,5234230513;99027,8446696644;97049,9425004986;94268,5453714936;91643,6718058638;90574,1423929511;90546,9109056501;91033,4915300283;91696,055206887;92157,093274589;92573,6249112053;93282,2677691623;94298,3588234155;94990,2252355388;94896,0984470302;94194,8663452014;93341,5141340965;92349,9025915186;89465,3125519299
SUDESTE;65,4128250031883;72,9117867641218;81,5640019459645;90,6844575470718;99,2996350252895;85,463640786242;84,5370722206361;108,721862217865; ;60,3995724984397;61,5563206268981;64,8678947254819;68,1354758285663;68,9077312270669;67,3191479425341;66,5960619383173;67,8068699660717;69,5221059170932;71,2677511229826;73,3292079120814;74,759843494178;76,0695575780257;77,6270835399431;79,3392169468743;80,2721721414183;81,4654075851829;82,1723568896091;82,2043268067604;81,9359027824884;83,5584774635605;83,7379137115592;84,7428314564589;88,5104719108213;90,1522588598094;92,4913576268944;95,634534463184;99,8607463414231;102,748029881527;103,344419572726;102,172215755914;100,022428466531;97,6738620655904;95,5906367621048;93,5457541015093;91,0873749283372;88,2742888996531;87,5043933733129;85,8810658165068;83,4699466117486;81,3212900272334;80,707503798117;81,4456685023918;82,7266907818739;83,8571079154361;84,730661680585;85,244106108531;86,1676880118907;87,5876937874167;88,255939121342;88,1359438577794;87,3558916731052;86,3214612094168;84,8563564480378;104,549929178783; ;SUDESTE;46288,5326354714;51595,0751397312;57717,7023889645;62997,259869586;68467,7124188801;58927,7088292685;58288,8340733832;59520,0124888311; ;42740,9698729;43559,5276021;45902,9198303;48215,1809889;48761,6574515;47637,5172052;47125,8348233;47982,6473353;49196,4116895;50431,694756373;51890,4577719463;52902,8283862427;53829,6304791101;54931,7934160463;56143,3622953777;56803,5558731352;57647,93337522;58148,1968319345;58170,8199269214;57980,8731663732;59129,0669811892;59256,042702251;59967,1596403819;61028,5177312696;62160,5399854074;63773,3630502992;65940,6029163265;68854,6021412666;70845,4019971294;71256,6163772851;70448,3745966849;68966,0829663707;67346,7319093876;65910,335179969;64500,375939934;62805,3082974151;60865,6680845134;60334,8203580679;59215,5259689924;57553,0443669505;56071,532364635;55648,3229640052;56157,2920924131;57040,5648759578;57819,9944800486;58422,3152031752;58776,3383113843;59413,1537451813;60392,2565087222;60853,0157988928;60770,2783226157;60232,4275174401;59519,181315809;58508,9825226303;57236,0789585984
SUL;142,738281127009;83,841712726833;60,8298934008577;65,091348733864;61,0965404245254;92,7441882291773;56,2636425185473;47,5303923652893; ;198,044138641075;176,042421697129;155,348174015204;136,309966650268;121,294167139843;108,820882981409;102,415029147922;97,9010204189754;93,3289917832693;83,6071760776073;83,729955768824;81,2458837060573;76,313117652274;70,7658436808237;66,1732997891666;62,3512186867443;59,1470072709668;56,4340494847343;55,8673184437989;61,1176243353455;64,7191674432438;62,6200281829599;60,1371283066891;69,471220257393;67,8992183287657;66,0365434397269;64,9664570892531;65,8295437443451;64,6043042963014;60,9649415626257;57,6268240383329;58,1471621797962;61,3414809554739;61,2889664601412;63,7015951103074;81,9841116295475;106,558772852823;114,914839255997;103,626339575575;89,7202142189925;79,6523251892413;72,7527148820648;67,3276854946627;62,4984917160048;58,4705469560745;55,1361666914063;52,3532661311189;50,0273173913404;48,0320232492235;46,5555051872512;45,0221896944683;43,5701586394736;42,3331831968155;42,4274114058703;48,5989546924921; ;SUL;11924,3978017143;7004,16123157751;5081,74710680644;4851,57842893755;4333,74684834;6578,60217038912;3990,93601285162;3133,83202229194; ;16544,665333;14706,635457;12977,831946;11387,374528;10132,95024;9090,928429;8555,781524;8178,679913;7796,731302;6984,5679712246;6994,82502258097;6787,30491507597;6375,22019453933;5911,79930262169;5528,13684113231;5208,83906666111;4941,15830673569;4714,51701887046;4667,17214176157;5105,7842333264;5406,65819915753;5231,29549068726;5023,87330798538;4927,78608655811;4816,27963535096;4684,15494590433;4608,25075695035;4669,47188412645;4582,56225619128;4324,4121765396;4087,63025403184;4124,53927973066;4351,12115867989;4347,39616006198;4518,5305931448;5815,36013200974;7558,50892382978;8151,22785992087;7350,50330870105;6364,10331750743;5649,96006080338;5160,55158995161;4775,73922829507;4433,19113681785;4147,47785768056;3910,96102935009;3713,5621840376;3548,57619709996;3407,04445668018;3302,31094062302;3193,54862547086;3090,55204064706;3002,80994610546;3009,49381398371;3204,2857819215
NORDESTE;35,8478072671194;37,083085469372;50,385834841126;54,7241564755851;51,0479170650709;49,65800625553;50,4785714999101;63,3015670218793; ;39,3325879973622;37,7417708507286;36,4641097031936;35,2686934182581;34,1612042746321;33,8071697147803;34,1591149108805;33,6283974046491;34,630284349955;35,0935418924106;36,2004978271692;37,7918929222574;39,8515304158721;42,385453473291;44,9266565095309;47,2650510964209;49,4394153900081;51,1369860127216;52,5512890480263;53,3655108229631;54,0159350082115;54,2438356744784;54,4281044376966;55,1008353071769;55,2595959550246;55,3451988442865;54,722096520627;53,9775171106967;53,1027401597313;52,1522579797164;51,4561149121099;50,7923407440511;50,33716899908;49,9105222000376;49,5842744607696;49,5579311141253;49,6573154037567;49,8905056743917;50,1733934362817;50,5929893035993;48,779342290549;48,9545665660061;49,2083770533707;49,5792072311442;50,0235594534666;50,546130864568;51,1240807826014;51,3176454385518;51,5509996756677;51,8815558557236;51,9043126235635;51,8832072571551;51,7777030402786;51,3677070100864;62,5657384368839; ;NORDESTE;5152,10934071429;5329,64567694773;7241,54000244136;7807,12547849078;7261,04750810158;7063,34681823335;7180,06388653893;7345,66869155454; ;5652,948101;5424,313088;5240,685401;5068,878089;4909,707819;4858,825355;4909,407532;4833,131887;4977,124825;5043,70500642803;5202,79864272026;5431,51671947948;5727,5314098695;6091,71124813686;6456,9373776489;6793,01552333905;7105,51894938212;7349,49675802836;7552,76285529611;7669,78422792306;7763,26432547196;7796,01860644317;7822,50203426079;7837,53394661523;7860,11603561545;7872,29217680783;7783,6622025675;7677,75334712552;7553,32521439966;7418,12878207717;7319,10950417239;7224,69437333009;7159,95081757701;7099,26464554227;7052,85921961243;7049,11214622522;7063,2485515883;7096,41749815569;7136,65540788128;7196,33865652221;6938,36579725944;6963,2896700013;6999,39163287786;7052,13845768599;7115,34304627872;7189,67351969541;7271,88102302595;7299,41362853762;7332,60589767086;7379,62415552501;7382,86107452027;7379,85905059887;7364,85214776933;7306,53437841621;7260,28134249756
NORTE;45,9457517791625;66,9605803253206;99,7145029233278;97,2153509325055;86,8809802296943;86,9180974705019;85,2207783128093;85,1312600726584; ;41,0024549527333;41,2980999647941;42,9301992171086;45,3165609346525;47,8374287294025;50,0286050936404;53,2069488174058;55,4299521082347;57,4423434428898;62,833443186733;66,2230301847441;70,3471737809739;75,4480681231766;80,9999809392935;85,9776797000301;90,7360330520481;95,7388141058116;100,136799722083;105,075747259648;109,011653874658;111,324686982218;114,104648558789;114,737367317532;93,1275942471963;92,8317517911118;91,7030030296809;90,2345758603808;88,8347139857073;87,3978908895342;86,8544564164598;86,2390839706885;86,8155986241331;86,843012496204;86,783525699043;87,2333536421324;87,6105645291787;87,6055930459703;87,7601153192592;87,3928308980725;86,6733975497133;86,0323961721325;85,351754714019;84,6499463494988;84,2498352201058;84,6452743857226;84,7235205544626;85,3886819557129;86,1720562687807;86,7160432598798;87,7971554670872;88,1495231382337;87,9347297958813;87,7948960275039;88,0577459654907;80,6221208892046; ;NORTE;10467,4515174286;15255,0910800866;22717,1541332313;24878,9218368014;23210,5153682659;23220,4313508655;22766,9874291887;22981,9491365893; ;9341,259914;9408,614342;9780,442403;10324,108022;10898,41708;11397,615188;12121,711705;12628,160686;13086,627637;14314,8385816274;15087,0609567519;16026,6314605047;17188,7272398744;18453,5749348478;19587,6040545978;20671,6614720157;21811,4048890845;22813,3626203225;23938,5633602095;24835,2493447543;25362,2090956353;25995,5454084883;26139,6926402745;24879,317104498;24800,2819019095;24498,7332729134;24106,4385348694;23732,461221657;23348,6096068728;23203,4294517273;23039,0308506523;23193,0484755505;23200,3721739863;23184,4800970776;23304,6529859947;23405,4260098224;23404,0978631198;23445,3789535199;23347,2578149239;23155,0590305134;22983,813583166;22801,978168993;22614,487952064;22507,5970595667;22613,2398228792;22634,1435223683;22811,8433927575;23021,1241983434;23166,4519603422;23455,274340498;23549,4104244234;23492,0277365153;23454,6707244127;23524,8918764883;21764,6664689125

REE
Nome;DC202102-sem2;DC202102-sem3;DC202102-sem4;DC202103-sem1;DC202103-sem2;DC202103-sem3;DC202103-sem4;DC202104-sem1(6 dias); ;DC202102-sem2@06/02/2021;DC202102-sem2@07/02/2021;DC202102-sem2@08/02/2021;DC202102-sem2@09/02/2021;DC202102-sem2@10/02/2021;DC202102-sem2@11/02/2021;DC202102-sem2@12/02/2021;DC202102-sem3@13/02/2021;DC202102-sem3@14/02/2021;DC202102-sem3@15/02/2021;DC202102-sem3@16/02/2021;DC202102-sem3@17/02/2021;DC202102-sem3@18/02/2021;DC202102-sem3@19/02/2021;DC202102-sem4@20/02/2021;DC202102-sem4@21/02/2021;DC202102-sem4@22/02/2021;DC202102-sem4@23/02/2021;DC202102-sem4@24/02/2021;DC202102-sem4@25/02/2021;DC202102-sem4@26/02/2021;DC202103-sem1@27/02/2021;DC202103-sem1@28/02/2021;DC202103-sem1@01/03/2021;DC202103-sem1@02/03/2021;DC202103-sem1@03/03/2021;DC202103-sem1@04/03/2021;DC202103-sem1@05/03/2021;DC202103-sem2@06/03/2021;DC202103-sem2@07/03/2021;DC202103-sem2@08/03/2021;DC202103-sem2@09/03/2021;DC202103-sem2@10/03/2021;DC202103-sem2@11/03/2021;DC202103-sem2@12/03/2021;DC202103-sem3@13/03/2021;DC202103-sem3@14/03/2021;DC202103-sem3@15/03/2021;DC202103-sem3@16/03/2021;DC202103-sem3@17/03/2021;DC202103-sem3@18/03/2021;DC202103-sem3@19/03/2021;DC202103-sem4@20/03/2021;DC202103-sem4@21/03/2021;DC202103-sem4@22/03/2021;DC202103-sem4@23/03/2021;DC202103-sem4@24/03/2021;DC202103-sem4@25/03/2021;DC202103-sem4@26/03/2021;DC202104-sem1@27/03/2021;DC202104-sem1@28/03/2021;DC202104-sem1@29/03/2021;DC202104-sem1@30/03/2021;DC202104-sem1@31/03/2021;DC202104-sem1@01/04/2021; ;Nome;DC202102-sem2;DC202102-sem3;DC202102-sem4;DC202103-sem1;DC202103-sem2;DC202103-sem3;DC202103-sem4;DC202104-sem1(6 dias); ;DC202102-sem2@06/02/2021;DC202102-sem2@07/02/2021;DC202102-sem2@08/02/2021;DC202102-sem2@09/02/2021;DC202102-sem2@10/02/2021;DC202102-sem2@11/02/2021;DC202102-sem2@12/02/2021;DC202102-sem3@13/02/2021;DC202102-sem3@14/02/2021;DC202102-sem3@15/02/2021;DC202102-sem3@16/02/2021;DC202102-sem3@17/02/2021;DC202102-sem3@18/02/2021;DC202102-sem3@19/02/2021;DC202102-sem4@20/02/2021;DC202102-sem4@21/02/2021;DC202102-sem4@22/02/2021;DC202102-sem4@23/02/2021;DC202102-sem4@24/02/2021;DC202102-sem4@25/02/2021;DC202102-sem4@26/02/2021;DC202103-sem1@27/02/2021;DC202103-sem1@28/02/2021;DC202103-sem1@01/03/2021;DC202103-sem1@02/03/2021;DC202103-sem1@03/03/2021;DC202103-sem1@04/03/2021;DC202103-sem1@05/03/2021;DC202103-sem2@06/03/2021;DC202103-sem2@07/03/2021;DC202103-sem2@08/03/2021;DC202103-sem2@09/03/2021;DC202103-sem2@10/03/2021;DC202103-sem2@11/03/2021;DC202103-sem2@12/03/2021;DC202103-sem3@13/03/2021;DC202103-sem3@14/03/2021;DC202103-sem3@15/03/2021;DC202103-sem3@16/03/2021;DC202103-sem3@17/03/2021;DC202103-sem3@18/03/2021;DC202103-sem3@19/03/2021;DC202103-sem4@20/03/2021;DC202103-sem4@21/03/2021;DC202103-sem4@22/03/2021;DC202103-sem4@23/03/2021;DC202103-sem4@24/03/2021;DC202103-sem4@25/03/2021;DC202103-sem4@26/03/2021;DC202104-sem1@27/03/2021;DC202104-sem1@28/03/2021;DC202104-sem1@29/03/2021;DC202104-sem1@30/03/2021;DC202104-sem1@31/03/2021;DC202104-sem1@01/04/2021
SIN;63,4997762691455;68,1063457475448;79,3163639405307;86,4467137406674;88,9299920333171;81,8283047925831;78,5030719226624;93,2119883359433; ;63,8845221539042;62,8690134939218;63,5594537972105;64,5000599465936;64,2482289703082;62,7707918556242;62,5367282142994;63,319275903896;64,5528274224095;66,5335902816577;67,8787742719495;69,2766554530589;71,289242741723;73,8939603741008;76,2554157483953;77,6901268579652;78,8545217345994;79,1336134693418;79,5795500404823;80,6963677385465;83,0048426425662;84,3576898486732;85,7127344360261;85,3532004851913;85,961213771844;86,4979424758495;87,8139205013741;89,413175434474;89,883039878311;90,0142705356947;89,5841306956151;89,218597463573;88,9021247932747;88,0764910233199;86,8311970784622;85,9061029683346;85,0812396729313;84,6990348177006;82,7222702260672;80,2132134474919;77,8174274223962;76,3590433205804;75,5366482482991;76,0818381390614;77,5114034786574;78,6624509517797;79,72999292085;80,7174267669125;81,2817791362308;81,2831555777827;80,9230378546789;80,4342258390731;79,9494037307924;79,3254523355085;90,1602113811408; ;SIN;73832,4912953286;79188,6440394525;92222,7619416326;100952,465149658;104033,122525397;95725,3437663982;91835,3809914962;93154,8387280907; ;74279,8432209;73099,0904891;73901,8795802999;74995,5416279;74702,7325905;72984,8861772;72712,7355843;73622,6198213;75056,8954535;77359,9690256602;78924,0420207031;80549,3871195378;82889,4636080213;85918,0221828452;88663,7347445384;90331,9027560233;91685,7685433456;92010,2742233126;92528,7738140425;93827,3206407478;96511,4317238184;98084,4148969472;99659,9530102859;99848,8784378167;100560,151646114;101188,0338909;102727,506683373;104598,365778269;105148,028092842;105301,545874038;104798,354659658;104370,742302492;104000,522544991;103034,669999782;101577,885684576;100495,681281922;99530,7300622568;99083,6147120258;96771,132856768;93835,958734961;91033,292329683;89327,228396871;88365,1645828221;89002,9449919784;90675,2958235914;92021,8276298578;93270,6720515203;94425,8034525741;95086,0007363294;95087,6109412709;94666,333818057;94094,5060336538;93527,3457692642;92797,4276564734;90104,932861539
PARANA;47,3642311590583;63,1100243702459;64,9735288772893;84,0779136614739;103,691336475769;73,2876738633201;74,1363897755673;101,936178640199; ;37,370979993274;40,574372423938;44,8047329268034;48,5946432869164;51,6553678272071;53,6257853365221;54,9237186411271;56,6395835368721;59,7491867595938;62,5961465193828;65,0034278085431;66,1953197438329;66,1824349169072;65,4042214616121;63,9161977791428;62,617815049934;62,8165937876522;64,5949336071752;66,365744188531;67,7940303862383;66,70954731842;69,8215087129896;74,0313984478599;81,6977578299899;84,104957288721;87,5593388022327;92,8638663143485;99,8819892441359;106,196398376289;109,425361275047;109,890887088933;107,148868030395;102,813557372546;97,7947982279996;92,5691634671702;87,2625741348722;82,0071742362871;74,1033891620044;68,7452784190124;67,4643135834819;66,8203002333441;66,6104580768171;67,763901070559;71,1450130443094;74,8472877948175;76,7184836932173;76,4386710381106;75,9420537470105;76,0992932520298;76,794814035928;77,1104220277261;76,6156728150828;75,4902827546757;73,8943878206747;97,3448868871264; ;PARANA;18109,3437866714;24129,6248189478;24842,1212100057;30882,7451176119;37463,5313343908;26478,7315847232;26785,3714280615;27206,7779025075; ;14288,5022681;15513,2943399;17130,7396317;18579,7822521;19750,0263705;20503,4001128;20999,6547727;21655,7023117;22844,6348125;23933,1476369498;24853,5528328079;25309,2634035177;25304,3369905956;25006,7931551636;24437,8589242236;23941,4324303371;24017,4339278961;24697,3682659649;25374,4238586368;25920,5179289317;25505,8742996497;26695,7084290343;28305,3268826037;29517,2828747224;30387,0005909308;31635,0636834788;33551,5818750514;36087,2196363618;38368,606610633;39535,2262805747;39703,4200902821;38712,7325322811;37146,3910017851;35333,1205120617;33445,1061585177;31527,8430342667;29629,0745790891;26773,4483536535;24837,5706175214;24374,7598573827;24142,0787565051;24066,2630859436;24483,0003873148;25704,5913001032;27042,2178640794;27718,2782617469;27617,1823502789;27437,7552343918;27494,5656423151;27745,8563052277;27859,8850205666;27681,13283875;27274,5310220078;26697,9364684183;25981,3616010747
